Id,Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Land,E-Mail,Tel,Fax,Pruefung
wien_wien_40_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Wien,Kammer der Steuerberater und Wirtschaftsprüfer Wien,Interessensvertretung,Kammer,Schönbrunnerstraße 222-228/1/6/2,1120,Wien,Österreich,office@ksw.or.at,+431811730,+43181173100,18.08.2020
wien_wien_41_18-08-2020,"Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland","Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland",Interessensvertretung,Kammer,Karlsgasse 9/1,1040,Wien,Österreich,kammer@arching.at,+4315051781,+4315051005,18.08.2020
wien_wien_42_20-08-2020,Klinik Floridsdorf,Klinik Floridsdorf,Gesundheit,Krankenhaus,Brünner Straße 68,1210,Wien,Österreich,journaldienst@gesundheitsverbund.at,+431277000,,20.08.2020
magistratsabteilungen_wien_1_19-08-2020,MA 01 - Wien Digital,Magistratsabteilung 01 - Wien Digital,Landesbehörde,Administration,Stadlauer Straße 54-56,1220,Wien,Österreich,post@ma01.wien.gv.at,,+43140009971019,19.08.2020
magistratsabteilungen_wien_2_19-08-2020,MA 10 - Kindergärten,Magistratsabteilung 10 - Kindergärten,Landesbehörde,Administration,Thomas-Klestil-Platz 11,1030,Wien,Österreich,post@ma10.wien.gv.at,+431400090309,+43140009990248,19.08.2020
magistratsabteilungen_wien_3_19-08-2020,MA 11 - Kinder- und Jugendhilfe,Magistratsabteilung 11 - Kinder- und Jugendhilfe,Landesbehörde,Administration,Rüdengasse 11,1030,Wien,Österreich,post@ma11.wien.gv.at,+43140008011,+43140009990619,19.08.2020
magistratsabteilungen_wien_4_19-08-2020,MA 13 - Bildung und Jugend,Magistratsabteilung 13 - Bildung und Jugend,Landesbehörde,Administration,Friedrich-Schmidt-Platz 5,1080,Wien,Österreich,post@ma13.wien.gv.at,+431400084329,+43140009984328,19.08.2020
magistratsabteilungen_wien_5_19-08-2020,MA 15 - Gesundheitsdienst,Magistratsabteilung 15 - Gesundheitsdienst,Landesbehörde,Administration,Thomas-Klestil-Platz 8,1030,Wien,Österreich,post@ma15.wien.gv.at,+43140008015,+43140009987960,19.08.2020
magistratsabteilungen_wien_6_19-08-2020,MA 17 - Integration und Diversität,Magistratsabteilung 17 - Integration und Diversität,Landesbehörde,Administration,Friedrich-Schmidt-Platz 3,1080,Wien,Österreich,post@ma17.wien.gv.at,+431400081523,+43140009981523,19.08.2020
magistratsabteilungen_wien_7_19-08-2020,MA 18 - Stadtentwicklung und Stadtplanung,Magistratsabteilung 18 - Stadtentwicklung und Stadtplanung,Landesbehörde,Administration,Rathausstraße 14-16,1082,Wien,Österreich,post@ma18.wien.gv.at,+43140008018,+4314000998018,19.08.2020
magistratsabteilungen_wien_8_19-08-2020,MA 19 - Architektur und Stadtgestaltung,Magistratsabteilung 19 - Architektur und Stadtgestaltung,Landesbehörde,Administration,Niederhofstraße 21-23,1120,Wien,Österreich,post@ma19.wien.gv.at,+4318111488916,+43140009988910,19.08.2020
magistratsabteilungen_wien_9_19-08-2020,MA 2 - Personalservice,Magistratsabteilung 2 - Personalservice,Landesbehörde,Administration,Rathausstraße 4,1010,Wien,Österreich,post@ma02.wien.gv.at,+431400094020,+43140009994029,19.08.2020
magistratsabteilungen_wien_10_19-08-2020,MA 20 - Energieplanung,Magistratsabteilung 20 - Energieplanung,Landesbehörde,Administration,Rathausstraße 14-16,1010,Wien,Österreich,post@ma20.wien.gv.at,+431400088305,+431400088304,19.08.2020
magistratsabteilungen_wien_11_19-08-2020,MA 21 A - Stadtteilplanung und Flächenwidmung Innen-Südwest,Magistratsabteilung 21 A - Stadtteilplanung und Flächenwidmung Innen-Südwest,Landesbehörde,Administration,Rathausstraße 14-16,1010,Wien,Österreich,post@ma21a.wien.gv.at,+431400088116,+43140009988116,19.08.2020
magistratsabteilungen_wien_12_19-08-2020,MA 21 B - Stadtteilplanung und Flächenwidmung Nordost,Magistratsabteilung 21 B - Stadtteilplanung und Flächenwidmung Nordost,Landesbehörde,Administration,Rathausstraße 14-16,1010,Wien,Österreich,post@ma21b.wien.gv.at,+431400088116,+43140009988116,19.08.2020
magistratsabteilungen_wien_13_19-08-2020,MA 22 - Umweltschutz,Magistratsabteilung 22 - Umweltschutz,Landesbehörde,Administration,Dresdner Straße 45,1200,Wien,Österreich,post@ma22.wien.gv.at,,+43140009973415,19.08.2020
magistratsabteilungen_wien_14_19-08-2020,"MA 23 - Wirtschaft, Arbeit und Statistik","Magistratsabteilung 23 - Wirtschaft, Arbeit und Statistik",Landesbehörde,Administration,Meiereistraße 7,1020,Wien,Österreich,post@ma23.wien.gv.at,+431400083057,+431400083050,19.08.2020
magistratsabteilungen_wien_15_19-08-2020,MA 24 - Strategische Gesundheitsversorgung,Magistratsabteilung 24 - Strategische Gesundheitsversorgung,Landesbehörde,Administration,Brigittenauer Lände 50-54,1200,Wien,Österreich,post@ma24.wien.gv.at,+431400084200,+43140009984200,19.08.2020
magistratsabteilungen_wien_16_19-08-2020,MA 25 - Technische Stadterneuerung,Magistratsabteilung 25 - Technische Stadterneuerung,Landesbehörde,Administration,Maria-Restituta-Platz 1,1200,Wien,Österreich,post@ma25.wien.gv.at,+43140008025,+4314000998025,19.08.2020
magistratsabteilungen_wien_17_19-08-2020,MA 27 - Europäische Angelegenheiten,Magistratsabteilung 27 - Europäische Angelegenheiten,Landesbehörde,Administration,Friedrich-Schmidt-Platz 3,1080,Wien,Österreich,post@ma27.wien.gv.at,+4314000,+43140009927027,19.08.2020
magistratsabteilungen_wien_18_19-08-2020,MA 28 - Straßenverwaltung und Straßenbau,Magistratsabteilung 28 - Straßenverwaltung und Straßenbau,Landesbehörde,Administration,Lienfeldergasse 96,1170,Wien,Österreich,post@ma28.wien.gv.at,,+43140009949610,19.08.2020
magistratsabteilungen_wien_19_19-08-2020,MA 29 - Brückenbau und Grundbau,Magistratsabteilung 29 - Brückenbau und Grundbau,Landesbehörde,Administration,Wilhelminenstraße 93,1160,Wien,Österreich,post@ma29.wien.gv.at,+431400096915,+43140009996480,19.08.2020
magistratsabteilungen_wien_20_19-08-2020,MA 3 - Bedienstetenschutz und berufliche Gesundheitsförde,Magistratsabteilung 3 - Bedienstetenschutz und berufliche Gesundheitsförde,Landesbehörde,Administration,Hermanngasse 24-26,1070,Wien,Österreich,post@ma03.wien.gv.at,+431400075050,+43140009975050,19.08.2020
magistratsabteilungen_wien_21_19-08-2020,MA 31 - Wiener Wasser,Magistratsabteilung 31 - Wiener Wasser,Landesbehörde,Administration,Grabnergasse 4-6,1060,Wien,Österreich,post@ma31.wien.gv.at,+43159959,+431599599931326,19.08.2020
magistratsabteilungen_wien_22_19-08-2020,MA 33 - Wien leuchtet,Magistratsabteilung 33 - Wien leuchtet,Landesbehörde,Administration,Senngasse 2,1110,Wien,Österreich,post@ma33.wien.gv.at,+431400033011,+43140009933000,19.08.2020
magistratsabteilungen_wien_23_19-08-2020,MA 34 - Bau- und Gebäudemanagement,Magistratsabteilung 34 - Bau- und Gebäudemanagement,Landesbehörde,Administration,Muthgasse 62,1190,Wien,Österreich,post@ma34.wien.gv.at,+43140008034,+4314000998034,19.08.2020
magistratsabteilungen_wien_24_19-08-2020,MA 35 - Einwanderung und Staatsbürgerschaft,Magistratsabteilung 35 - Einwanderung und Staatsbürgerschaft,Landesbehörde,Administration,Dresdner Straße 93,1200,Wien,Österreich,post@ma35.wien.gv.at,,+43140009935010,19.08.2020
magistratsabteilungen_wien_25_19-08-2020,"MA 36 - Gewerbetechnik, Feuerpolizei und Veranstaltungen","Magistratsabteilung 36 - Gewerbetechnik, Feuerpolizei und Veranstaltungen",Landesbehörde,Administration,Dresdner Straße 73-75,1200,Wien,Österreich,post@ma36.wien.gv.at,+431400036110,+43140009936110,19.08.2020
magistratsabteilungen_wien_26_19-08-2020,MA 37 - Baupolizei,Magistratsabteilung 37 - Baupolizei,Landesbehörde,Administration,Dresdner Straße 73-75,1200,Wien,Österreich,post@ma37.wien.gv.at,,+43140009937010,19.08.2020
magistratsabteilungen_wien_27_19-08-2020,"MA 39 - Prüf-, Inspektions- und Zertifizierungsstelle","Magistratsabteilung 39 - Prüf-, Inspektions- und Zertifizierungsstelle",Landesbehörde,Administration,Rinnböckstraße 15,1110,Wien,Österreich,post@ma39.wien.gv.at,+43140008039,+4314000998039,19.08.2020
magistratsabteilungen_wien_28_19-08-2020,"MA 40 - Soziales, Sozial- und Gesundheitsrecht","Magistratsabteilung 40 - Soziales, Sozial- und Gesundheitsrecht",Landesbehörde,Administration,Thomas-Klestil-Platz 8,1030,Wien,Österreich,post@ma40.wien.gv.at,+431400040415,+43140009940419,19.08.2020
magistratsabteilungen_wien_29_19-08-2020,MA 41 - Stadtvermessung,Magistratsabteilung 41 - Stadtvermessung,Landesbehörde,Administration,Muthgasse 62,1190,Wien,Österreich,post@ma41.wien.gv.at,+431400089115,+4314000998041,19.08.2020
magistratsabteilungen_wien_30_19-08-2020,MA 42 - Wiener Stadtgärten,Magistratsabteilung 42 - Wiener Stadtgärten,Landesbehörde,Administration,Johannesgasse 35,1030,Wien,Österreich,post@ma42.wien.gv.at,+43140008042,+43140009942089,19.08.2020
magistratsabteilungen_wien_31_19-08-2020,MA 44 - Bäder,Magistratsabteilung 44 - Bäder,Landesbehörde,Administration,Reumannplatz 23,1100,Wien,Österreich,post@ma44.wien.gv.at,+4316011244115,+431601129944014,19.08.2020
magistratsabteilungen_wien_32_19-08-2020,MA 45 - Wiener Gewässer,Magistratsabteilung 45 - Wiener Gewässer,Landesbehörde,Administration,Am Brigittenauer Sporn 7,1200,Wien,Österreich,post@ma45.wien.gv.at,+431400096520,+431400096548,19.08.2020
magistratsabteilungen_wien_33_19-08-2020,MA 46 - Verkehrsorganisation und technische Verkehrsangele,Magistratsabteilung 46 - Verkehrsorganisation und technische Verkehrsangele,Landesbehörde,Administration,Niederhofstraße 21-23,1120,Wien,Österreich,post@ma46.wien.gv.at,+431400092615,+43140009992637,19.08.2020
magistratsabteilungen_wien_34_19-08-2020,"MA 48 - Abfallwirtschaft, Straßenreinigung und Fuhrpark","Magistratsabteilung 48 - Abfallwirtschaft, Straßenreinigung und Fuhrpark",Landesbehörde,Administration,Einsiedlergasse 2,1050,Wien,Österreich,post@ma48.wien.gv.at,+43140000,+431400099480037,19.08.2020
magistratsabteilungen_wien_35_19-08-2020,MA 49 - Forst- und Landwirtschaftsbetrieb,Magistratsabteilung 49 - Forst- und Landwirtschaftsbetrieb,Landesbehörde,Administration,Triester Straße 114,1100,Wien,Österreich,post@ma49.wien.gv.at,+431400049000,+43140009949099,19.08.2020
magistratsabteilungen_wien_36_19-08-2020,MA 5 - Finanzwesen,Magistratsabteilung 5 - Finanzwesen,Landesbehörde,Administration,Ebendorferstraße 2,1010,Wien,Österreich,post@ma05.wien.gv.at,+431400086515,+43140009986510,19.08.2020
magistratsabteilungen_wien_37_19-08-2020,MA 50 - Wohnbauförderung und Schlichtungsstelle für wohnre,Magistratsabteilung 50 - Wohnbauförderung und Schlichtungsstelle für wohnre,Landesbehörde,Administration,Muthgasse 62,1190,Wien,Österreich,post@ma50.wien.gv.at,+43140008050,+43140009974810,19.08.2020
magistratsabteilungen_wien_38_19-08-2020,MA 51 - Sport Wien,Magistratsabteilung 51 - Sport Wien,Landesbehörde,Administration,Meiereistraße 7,1020,Wien,Österreich,post@ma51.wien.gv.at,+431400051151,+43140009951151,19.08.2020
magistratsabteilungen_wien_39_19-08-2020,MA 53 - Presse- und Informationsdienst,Magistratsabteilung 53 - Presse- und Informationsdienst,Landesbehörde,Administration,Lichtenfelsgasse 2,1010,Wien,Österreich,post@ma53.wien.gv.at,+431400081015,+43140009981015,19.08.2020
magistratsabteilungen_wien_40_19-08-2020,MA 54 - Zentraler Einkauf,Magistratsabteilung 54 - Zentraler Einkauf,Landesbehörde,Administration,Simone-de-Beauvoir-Platz 6,1220,Wien,Österreich,post@ma54.wien.gv.at,,+43140009954100,19.08.2020
magistratsabteilungen_wien_41_19-08-2020,MA 56 - Wiener Schulen,Magistratsabteilung 56 - Wiener Schulen,Landesbehörde,Administration,Mollardgasse 87,1060,Wien,Österreich,post@ma56.wien.gv.at,+4315991695010,+431599169995010,19.08.2020
magistratsabteilungen_wien_42_19-08-2020,MA 57 - Frauenservice Wien,Magistratsabteilung 57 - Frauenservice Wien,Landesbehörde,Administration,Friedrich-Schmidt-Platz 3,1080,Wien,Österreich,frauen@ma57.wien.gv.at,+431400083515,+43140009983511,19.08.2020
magistratsabteilungen_wien_43_19-08-2020,MA 58 - Wasserrecht,Magistratsabteilung 58 - Wasserrecht,Landesbehörde,Administration,Dresdner Straße 73-75,1200,Wien,Österreich,post@ma58.wien.gv.at,+431400096815,+43140009996810,19.08.2020
magistratsabteilungen_wien_44_19-08-2020,MA 59 - Marktamt,Magistratsabteilung 59 - Marktamt,Landesbehörde,Administration,Spittelauer Lände 45,1090,Wien,Österreich,post@ma59.wien.gv.at,+431400059210,+43140009959210,19.08.2020
magistratsabteilungen_wien_45_19-08-2020,MA 6 - Rechnungs- und Abgabenwesen,Magistratsabteilung 6 - Rechnungs- und Abgabenwesen,Landesbehörde,Administration,Ebendorferstraße 2,1010,Wien,Österreich,post@ma06.wien.gv.at,+431400086019,+43140009986010,19.08.2020
magistratsabteilungen_wien_46_19-08-2020,MA 60 - Veterinäramt und Tierschutz,Magistratsabteilung 60 - Veterinäramt und Tierschutz,Landesbehörde,Administration,Karl-Farkas-Gasse 16,1030,Wien,Österreich,post@ma60.wien.gv.at,+43140008060,+43140009997619,19.08.2020
magistratsabteilungen_wien_47_19-08-2020,MA 62 - Wahlen und verschiedene Rechtsangelegenheiten,Magistratsabteilung 62 - Wahlen und verschiedene Rechtsangelegenheiten,Landesbehörde,Administration,Lerchenfelder Straße 4,1082,Wien,Österreich,post@ma62.wien.gv.at,+431400089424,+43140009989400,19.08.2020
magistratsabteilungen_wien_48_19-08-2020,"MA 63 - Gewerberecht, Datenschutz und Personenstand","Magistratsabteilung 63 - Gewerberecht, Datenschutz und Personenstand",Landesbehörde,Administration,Wipplingerstraße 6-8,1010,Wien,Österreich,post@ma63.wien.gv.at,+431400097097,+43140009997115,19.08.2020
magistratsabteilungen_wien_49_19-08-2020,"MA 64 - Bau-, Energie-, Eisenbahn- und Luftfahrtrecht","Magistratsabteilung 64 - Bau-, Energie-, Eisenbahn- und Luftfahrtrecht",Landesbehörde,Administration,Lerchenfelder Straße 4,1080,Wien,Österreich,post@ma64.wien.gv.at,+431400089919,+43140009989910,19.08.2020
magistratsabteilungen_wien_50_19-08-2020,MA 65 - Rechtliche Verkehrsangelegenheiten,Magistratsabteilung 65 - Rechtliche Verkehrsangelegenheiten,Landesbehörde,Administration,Ungargasse 33,1030,Wien,Österreich,post@ma65.wien.gv.at,+43140003830,+431795149938319,19.08.2020
magistratsabteilungen_wien_51_19-08-2020,MA 67 - Parkraumüberwachung,Magistratsabteilung 67 - Parkraumüberwachung,Landesbehörde,Administration,Dresdner Straße 81-85,1200,Wien,Österreich,post@ma67.wien.gv.at,+43140006700,+43140009967010,19.08.2020
magistratsabteilungen_wien_52_19-08-2020,MA 68 - Feuerwehr und Katastrophenschutz,Magistratsabteilung 68 - Feuerwehr und Katastrophenschutz,Landesbehörde,Administration,Am Hof 9-10,1010,Wien,Österreich,post@ma68.wien.gv.at,+431531990,+4315319951209,19.08.2020
magistratsabteilungen_wien_53_19-08-2020,MA 69 - Immobilienmanagement,Magistratsabteilung 69 - Immobilienmanagement,Landesbehörde,Administration,Lerchenfelder Straße 4,1080,Wien,Österreich,post@ma69.wien.gv.at,+43140008069,+43140009969600,19.08.2020
magistratsabteilungen_wien_54_19-08-2020,MA 7 - Kultur,Magistratsabteilung 7 - Kultur,Landesbehörde,Administration,Friedrich-Schmidt-Platz 5,1080,Wien,Österreich,post@ma07.wien.gv.at,+431400084719,+4314000998007,19.08.2020
magistratsabteilungen_wien_55_19-08-2020,MA 70 - Berufsrettung Wien,Magistratsabteilung 70 - Berufsrettung Wien,Landesbehörde,Administration,Radetzkystraße 1,1030,Wien,Österreich,post@ma70.wien.gv.at,+431711190,,19.08.2020
magistratsabteilungen_wien_56_19-08-2020,MA 8 - Wiener Stadt- und Landesarchiv,Magistratsabteilung 8 - Wiener Stadt- und Landesarchiv,Landesbehörde,Administration,Guglgasse 14,1110,Wien,Österreich,post@ma08.wien.gv.at,+431400084808,+431400084809,19.08.2020
magistratische_bezirksaemter_wien_1_19-08-2020,"MBA für den 1., 8. Bezirk","Magistratisches Bezirksamt für den 1., 8. Bezirk",Bezirksbehörde,Administration,Wipplingerstraße 6-8,1010,Wien,Österreich,post@mba01.wien.gv.at,,+43140009901210,19.08.2020
magistratische_bezirksaemter_wien_2_19-08-2020,MBA für den 10. Bezirk,Magistratisches Bezirksamt für den 10. Bezirk,Bezirksbehörde,Administration,Laxenburger Straße 43-45,1100,Wien,Österreich,post@mba10.wien.gv.at,+431400010000,+43140009910220,19.08.2020
magistratische_bezirksaemter_wien_3_19-08-2020,MBA für den 11. Bezirk,Magistratisches Bezirksamt für den 11. Bezirk,Bezirksbehörde,Administration,Enkplatz 2,1110,Wien,Österreich,post@mba11.wien.gv.at,+431400011000,+43140009911220,19.08.2020
magistratische_bezirksaemter_wien_4_19-08-2020,MBA für den 12. Bezirk,Magistratisches Bezirksamt für den 12. Bezirk,Bezirksbehörde,Administration,Schönbrunner Straße 259,1120,Wien,Österreich,post@mba12.wien.gv.at,+431400012000,+43140009912220,19.08.2020
magistratische_bezirksaemter_wien_5_19-08-2020,"MBA für den 13., 14. Bezirk","Magistratisches Bezirksamt für den 13., 14. Bezirk",Bezirksbehörde,Administration,Hietzinger Kai 1,1130,Wien,Österreich,post@mba13.wien.gv.at,+431400013000,+43140009913220,19.08.2020
magistratische_bezirksaemter_wien_6_19-08-2020,MBA für den 15. Bezirk,Magistratisches Bezirksamt für den 15. Bezirk,Bezirksbehörde,Administration,Gasgasse 8-10,1150,Wien,Österreich,post@mba15.wien.gv.at,+431400015000,+43140009915220,19.08.2020
magistratische_bezirksaemter_wien_7_19-08-2020,MBA für den 16. Bezirk,Magistratisches Bezirksamt für den 16. Bezirk,Bezirksbehörde,Administration,Richard-Wagner-Platz 19,1160,Wien,Österreich,post@mba16.wien.gv.at,+431400016261,+43140009916220,19.08.2020
magistratische_bezirksaemter_wien_8_19-08-2020,"MBA für den 18., 19. Bezirk","Magistratisches Bezirksamt für den 18., 19. Bezirk",Bezirksbehörde,Administration,Martinstraße 100,1180,Wien,Österreich,post@mba18.wien.gv.at,+431400018000,+43140009918220,19.08.2020
magistratische_bezirksaemter_wien_9_19-08-2020,"MBA für den 2., 20. Bezirk","Magistratisches Bezirksamt für den 2., 20. Bezirk",Bezirksbehörde,Administration,Brigittaplatz 10,1200,Wien,Österreich,post@mba20.wien.gv.at,+431400002000,+43140009920220,19.08.2020
magistratische_bezirksaemter_wien_10_19-08-2020,MBA für den 21. Bezirk,Magistratisches Bezirksamt für den 21. Bezirk,Bezirksbehörde,Administration,Am Spitz 1,1210,Wien,Österreich,post@mba21.wien.gv.at,+431400021000,+43140009921220,19.08.2020
magistratische_bezirksaemter_wien_11_19-08-2020,MBA für den 22. Bezirk,Magistratisches Bezirksamt für den 22. Bezirk,Bezirksbehörde,Administration,Schrödingerplatz 1,1220,Wien,Österreich,post@mba22.wien.gv.at,+431400022000,+43140009922220,19.08.2020
magistratische_bezirksaemter_wien_12_19-08-2020,MBA für den 23. Bezirk,Magistratisches Bezirksamt für den 23. Bezirk,Bezirksbehörde,Administration,Perchtoldsdorfer Straße 2,1230,Wien,Österreich,post@mba23.wien.gv.at,+431400023000,+43140009923210,19.08.2020
magistratische_bezirksaemter_wien_13_19-08-2020,MBA für den 3. Bezirk,Magistratisches Bezirksamt für den 3. Bezirk,Bezirksbehörde,Administration,Karl-Borromäus-Platz 3,1030,Wien,Österreich,post@mba03.wien.gv.at,+431400003000,+43140009903210,19.08.2020
magistratische_bezirksaemter_wien_14_19-08-2020,"MBA für den 4., 5. Bezirk","Magistratisches Bezirksamt für den 4., 5. Bezirk",Bezirksbehörde,Administration,Rechte Wienzeile 105,1050,Wien,Österreich,post@mba04.wien.gv.at,+431400005000,+43140009905220,19.08.2020
magistratische_bezirksaemter_wien_15_19-08-2020,"MBA für den 6., 7. Bezirk","Magistratisches Bezirksamt für den 6., 7. Bezirk",Bezirksbehörde,Administration,Hermanngasse 24-26,1070,Wien,Österreich,post@mba06.wien.gv.at,+431400007000,+43140009907220,19.08.2020
