status,id,display_name,legal_name,url,department,street_address,city,neighbourhood,postal_code,region,country,requires_identification,operating_countries,custom_identifier,identifiers,generic_url,generic_email,generic_note,access_url,access_email,access_note,deletion_url,deletion_email,deletion_note,portability_url,portability_email,portability_note,correction_url,correction_email,correction_note
,,Salzburger Landarbeiterkammer,Salzburger Kammer für Arbeiter und Angestellte in der Land- und Forstwirtschaft,,,"Schrannengasse 2/3/1, Postfach 11",Salzburg,,5027,Salzburg,AUSTRIA,,,salzburg_salzburg_12_18-08-2020,,,landarbeiterkammer@lak-sbg.at,"Phone: +436628712320, Fax: +436628712324",,,,,,,,,,,,
,,Magistrat Graz,Magistrat Graz,,,Hauptplatz 1,Graz,,8010,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_1_19-08-2020,,,stadtverwaltung@graz.at,"Phone: +433168720, Fax: +433168722369",,,,,,,,,,,,
,,BH Bruck-Mürzzuschlag,Bezirkshauptmannschaft Bruck-Mürzzuschlag,,,Dr.-Theodor-Körner-Straße 34,Bruck an der Mur,,8600,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_2_19-08-2020,,,bhbm@stmk.gv.at,"Phone: +4338628990, Fax: +433862899550",,,,,,,,,,,,
,,BH Deutschlandsberg,Bezirkshauptmannschaft Deutschlandsberg,,,Kirchengasse 12,Deutschlandsberg,,8530,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_3_19-08-2020,,,bhdl@stmk.gv.at,"Phone: +43346226060, Fax: +4334622606550",,,,,,,,,,,,
,,BH Graz-Umgebung,Bezirkshauptmannschaft Graz-Umgebung,,,Bahnhofgürtel 85,Graz,,8020,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_4_19-08-2020,,,bhgu@stmk.gv.at,"Phone: +4331670750, Fax: +433167075333",,,,,,,,,,,,
,,BH Hartberg-Fürstenfeld,Bezirkshauptmannschaft Hartberg-Fürstenfeld,,,Rochusplatz 2,Hartberg,,8230,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_5_19-08-2020,,,bhhf@stmk.gv.at,"Phone: +4333326060, Fax: +433332606550",,,,,,,,,,,,
,,BH Leibnitz,Bezirkshauptmannschaft Leibnitz,,,Kada-Gasse 12,Leibnitz,,8430,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_6_19-08-2020,,,bhlb@stmk.gv.at,"Phone: +433452829110, Fax: +43345282911550",,,,,,,,,,,,
,,BH Liezen,Bezirkshauptmannschaft Liezen,,,Hauptplatz 12,Liezen,,8940,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_7_19-08-2020,,,bhli@stmk.gv.at,"Phone: +43361228010, Fax: +4336122801550",,,,,,,,,,,,
,,BH Leoben,Bezirkshauptmannschaft Leoben,,,Peter Tunner-Straße 6,Leoben,,8700,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_8_19-08-2020,,,bhln@stmk.gv.at,"Phone: +433842455710, Fax: +43384245571550",,,,,,,,,,,,
,,BH Murtal,Bezirkshauptmannschaft Murtal,,,Kapellenweg 11,Judenburg,,8750,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_9_19-08-2020,,,bhmt@stmk.gv.at,"Phone: +433572832010, Fax: +43357283201550",,,,,,,,,,,,
,,BH Murau,Bezirkshauptmannschaft Murau,,,Bahnhofviertel 7,Murau,,8850,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_10_19-08-2020,,,bhmu@stmk.gv.at,"Phone: +43353221010, Fax: +4335322101550",,,,,,,,,,,,
,,BH Südoststeiermark,Bezirkshauptmannschaft Südoststeiermark,,,Bismarckstraße 11-13,Feldbach,,8330,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_11_19-08-2020,,,bhso@stmk.gv.at,"Phone: +43315225110, Fax: +4331522511550",,,,,,,,,,,,
,,BH Voitsberg,Bezirkshauptmannschaft Voitsberg,,,Schillerstraße 10,Voitsberg,,8570,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_12_19-08-2020,,,bhvo@stmk.gv.at,"Phone: +433142215200, Fax: +43314221520550",,,,,,,,,,,,
,,BH Weiz,Bezirkshauptmannschaft Weiz,,,Birkfelder Straße 28,Weiz,,8160,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_13_19-08-2020,,,bhwz@stmk.gv.at,"Phone: +4331726000, Fax: +433172600550",,,,,,,,,,,,
,,Bildungsdirektion für Steiermark,Bildungsdirektion für Steiermark,,,Körblergasse 23,Graz Postfach,,8011,Steiermark,AUSTRIA,,,steiermark_steiermark_1_19-08-2020,,,bildungsdirektion@bildung-stmk.gv.at,"Phone: +4350248345, Fax: ",,,,,,,,,,,,
,,Landespolizeidirektion Steiermark,Landespolizeidirektion Steiermark,,,Straßganger Straße 280,Graz-Wetzelsdorf,,8052,Steiermark,AUSTRIA,,,steiermark_steiermark_2_19-08-2020,,,LPD-ST@polizei.gv.at,"Phone: +4359133600, Fax: +4359133601009",,,,,,,,,,,,
,,Wirtschaftskammer Steiermark,Wirtschaftskammer Steiermark,,,Körblergasse 111-113,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_3_18-08-2020,,,office@wkstmk.at,"Phone: +43316601, Fax: +43316601361",,,,,,,,,,,,
,,Rechtanswaltskammer Steiermark,Rechtanswaltskammer Steiermark,,,Salzamtsgasse 3/IV,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_4_18-08-2020,,,office@rakstmk.at,"Phone: +433168302900, Fax: +43316829730",,,,,,,,,,,,
,,Landeszahnärztekammer Steiermark,Landeszahnärztekammer Steiermark,,,Marburger Kai 51/2,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_5_18-08-2020,,,office@stmk.zahnaerztekammer.at,"Phone: +43505118060, Fax: +43505118080",,,,,,,,,,,,
,,Notariatskammer für Steiermark,Notariatskammer für Steiermark,,,Wielandgasse 36/III,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_6_18-08-2020,,,steiermark@notariatskammer.at,"Phone: +43316825286, Fax: +433168252864",,,,,,,,,,,,
,,Ärztekammer Steiermark,Ärztekammer Steiermark,,,Kaiserfeldgasse 29,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_7_18-08-2020,,,aek@aekstmk.or.at,"Phone: +4331680440, Fax: +43316815671",,,,,,,,,,,,
,,Apothekerkammer Steiermark,Apothekerkammer Steiermark,,,Stadionplatz 2,Graz-Liebenau,,8041,Steiermark,AUSTRIA,,,steiermark_steiermark_8_18-08-2020,,,steiermark@apothekerkammer.at,"Phone: +43316475374, Fax: +4331647537422",,,,,,,,,,,,
,,Arbeiterkammer Steiermark,Kammer für Arbeiter und Angestellte für Steiermark,,,Hans-Resel-Gasse 8-14,Graz,,8020,Steiermark,AUSTRIA,,,steiermark_steiermark_9_18-08-2020,,,redaktion@akstmk.at,"Phone: +4357799, Fax: ",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Steiermark,Kammer der Steuerberater und Wirtschaftsprüfer Steiermark,,,Leechgasse 25,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_10_18-08-2020,,,stmk@ksw.or.at,"Phone: +43316830830, Fax: +4331683083040",,,,,,,,,,,,
,,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,,,Schönaugasse 7/1,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_11_18-08-2020,,,office@ztkammer.at,"Phone: +43316826344, Fax: +4331682634425",,,,,,,,,,,,
,,Steiermärkische Landarbeiterkammer,Steiermärkische Landarbeiterkammer,,,Raubergasse 20,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_12_20-08-2020,,,office@lak-stmk.at,"Phone: +433168325070, Fax: +4331683250720",,,,,,,,,,,,
,,Magistrat Innsbruck,Stadtmagistrat Innsbruck,,,Maria-Theresien-Straße 18,Innsbruck,,6020,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_1_19-08-2020,,,kontakt@magibk.at,"Phone: +435125360, Fax: +43051253601767",,,,,,,,,,,,
,,BH Imst,Bezirkshauptmannschaft Imst,,,Stadtplatz 1,Imst,,6460,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_2_19-08-2020,,,bh.imst@tirol.gv.at,"Phone: +4354126996, Fax: +43541269965215",,,,,,,,,,,,
,,BH Innsbruck,Bezirkshauptmannschaft Innsbruck,,,Gilmstraße 2,Innsbruck,,6020,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_3_18-08-2020,,,bh.innsbruck@tirol.gv.at,"Phone: +43512508, Fax: +435125085005",,,,,,,,,,,,
,,BH Kitzbühel,Bezirkshauptmannschaft Kitzbühel,,,Hinterstadt 28,Kitzbühel,,6370,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_4_18-08-2020,,,bh.kitzbuehel@tirol.gv.at,"Phone: +435356621310, Fax: +435356621316305",,,,,,,,,,,,
,,BH Kufstein,Bezirkshauptmannschaft Kufstein,,,Bozner Platz 1 – 2,Kufstein,,6332,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_5_18-08-2020,,,bh.kufstein@tirol.gv.at,"Phone: +4353726060, Fax: +4353726066005",,,,,,,,,,,,
,,BH Landeck,Bezirkshauptmannschaft Landeck,,,Innstraße 5,Landeck,,6500,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_6_18-08-2020,,,bh.landeck@tirol.gv.at,"Phone: +43544269960, Fax: +43544269965415",,,,,,,,,,,,
,,BH Reutte,Bezirkshauptmannschaft Reutte,,,Obermarkt 5 - 7,Reutte,,6600,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_7_18-08-2020,,,bh.reutte@tirol.gv.at,"Phone: +43567269960, Fax: +43567269965605",,,,,,,,,,,,
,,BH Schwaz,Bezirkshauptmannschaft Schwaz,,,Franz-Josef-Straße 25,Schwaz,,6130,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_8_18-08-2020,,,bh.schwaz@tirol.gv.at,"Phone: +43524269310, Fax: +43524269315805",,,,,,,,,,,,
,,Bildungsdirektion für Tirol,Bildungsdirektion für Tirol,,,Heiliggeiststraße 7,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_1_19-08-2020,,,office@bildung-tirol.gv.at,"Phone: +435129012, Fax: ",,,,,,,,,,,,
,,Landespolizeidirektion Tirol,Landespolizeidirektion Tirol,,,Kaiserjägerstraße 8,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_2_19-08-2020,,,LPD-T@polizei.gv.at,"Phone: +4359133700, Fax: ",,,,,,,,,,,,
,,Wirtschaftskammer Tirol,Wirtschaftskammer Tirol,,,Wilhelm-Greil-Straße 7,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_3_18-08-2020,,,office@wktirol.at,"Phone: +435909050, Fax: +435909051467",,,,,,,,,,,,
,,Rechtanswaltskammer Tirol,Rechtanswaltskammer Tirol,,,Meraner Straße 3/III,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_4_18-08-2020,,,office@tiroler-rak.at,"Phone: +43512587067, Fax: +43512571384",,,,,,,,,,,,
,,Landeszahnärztekammer Tirol,Landeszahnärztekammer Tirol,,,Anichstraße 7/3,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_5_18-08-2020,,,office@tiroler.zahnaerztekammer.at,"Phone: +43505116020, Fax: +43505116026",,,,,,,,,,,,
,,Notariatskammer für Tirol und Vorarlberg,Notariatskammer für Tirol und Vorarlberg,,,Maximilianstraße 3,Innsbruck,,6010,Tirol,AUSTRIA,,,tirol_tirol_6_18-08-2020,,,Notariatskammer@nktv.at,"Phone: +43512564141, Fax: +4351256414150",,,,,,,,,,,,
,,Ärztekammer Tirol,Ärztekammer Tirol,,,Anichstraße 7/IV,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_7_18-08-2020,,,kammer@aektirol.at,"Phone: +43512520580, Fax: +4351252058130",,,,,,,,,,,,
,,Apothekerkammer Tirol,Apothekerkammer Tirol,,,Sparkassenplatz 3,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_8_18-08-2020,,,tirol@apothekerkammer.at,"Phone: +435125870730, Fax: +435125870733",,,,,,,,,,,,
,,Arbeiterkammer Tirol,Kammer für Arbeiter und Angestellte für Tirol,,,Maximilianstraße 7,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_9_18-08-2020,,,innsbruck@ak-tirol.com,"Phone: +435125340, Fax: +4351253401208",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Tirol,Kammer der Steuerberater und Wirtschaftsprüfer Tirol,,,Museumstraße 34/6. Stock,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_10_18-08-2020,,,tirol@ksw.or.at,"Phone: +43512589012, Fax: +4351258901210",,,,,,,,,,,,
,,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,,,Rennweg 1,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_11_18-08-2020,,,arch.ing.office@kammerwest.at,"Phone: +43512588335, Fax: +435125883356",,,,,,,,,,,,
,,Landarbeiterkammer Tirol,Landarbeiterkammer Tirol,,,Neugasteig 18,Neustift im Stubaital,,6167,Tirol,AUSTRIA,,,tirol_tirol_12_18-08-2020,,,andreas.gleirscher@lkv-tirol.at,"Phone: +436648398910, Fax: +43592923099",,,,,,,,,,,,
,,Bildungsdirektion für Vorarlberg,Bildungsdirektion für Vorarlberg,,,Bahnhofstraße 12,Bregenz,,6900,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_1_19-08-2020,,,office@bildung-vbg.gv.at,"Phone: +43557449600, Fax: +4355744960408",,,,,,,,,,,,
,,Amt der Vorarlberger Landesregierung,Amt der Vorarlberger Landesregierung,,,Römerstraße 15,Bregenz Postfach,,6901,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_2_19-08-2020,,,land@vorarlberg.at,"Phone: +4355745110, Fax: +435574511920095",,,,,,,,,,,,
,,Landespolizeidirektion Vorarlberg,Amt der Vorarlberger Landesregierung,,,Bahnhofstraße 45,Bregenz,,6900,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_3_19-08-2020,,,LPD-V@polizei.gv.at,"Phone: +4359133800, Fax: +4359133801009",,,,,,,,,,,,
,,Wirtschaftskammer Vorarlberg,Wirtschaftskammer Vorarlberg,,,Wichnergasse 9,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_4_18-08-2020,,,info@wkv.at,"Phone: +435522305, Fax: +435522305100",,,,,,,,,,,,
,,Rechtanswaltskammer Vorarlberg,Rechtanswaltskammer Vorarlberg,,,Marktplatz 11,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_5_18-08-2020,,,kammer@rechtsanwaelte-vorarlberg.at,"Phone: +43552271122, Fax: +4355227112211",,,,,,,,,,,,
,,Landeszahnärztekammer Vorarlberg,Landeszahnärztekammer Vorarlberg,,,Rösslepark 1,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_6_18-08-2020,,,office@vlbg.zahnaerztekammer.at,"Phone: +43505116800, Fax: +43505116804",,,,,,,,,,,,
,,Notariatskammer für Tirol und Vorarlberg,Notariatskammer für Tirol und Vorarlberg,,,Maximilianstraße 3,Innsbruck,,6010,Tirol,AUSTRIA,,,vorarlberg_vorarlberg_7_18-08-2020,,,Notariatskammer@nktv.at,"Phone: +43512564141, Fax: +4351256414150",,,,,,,,,,,,
,,Ärztekammer Vorarlberg,Ärztekammer Vorarlberg,,,Schulgasse 17,Dornbirn,,6850,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_8_18-08-2020,,,aek@aekvbg.at,"Phone: +43557221900, Fax: +4355722190043",,,,,,,,,,,,
,,Apothekerkammer Vorarlberg,Apothekerkammer Vorarlberg,,,Bergstraße 8,Bregenz,,6900,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_9_18-08-2020,,,vorarlberg@apothekerkammer.at,"Phone: +43557443038, Fax: +4314028602956",,,,,,,,,,,,
,,Arbeiterkammer Vorarlberg,Kammer für Arbeiter und Angestellte für Vorarlberg,,,Widnau 2-4,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_10_18-08-2020,,,mailbox@ak-vorarlberg.at,"Phone: +43502580, Fax: ",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Vorarlberg,Kammer der Steuerberater und Wirtschaftsprüfer Vorarlberg,,,Schillerstraße 22,Lustenau,,6890,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_11_18-08-2020,,,vorarlberg@ksw.or.at,"Phone: +4355778262810, Fax: +4355778262813",,,,,,,,,,,,
,,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,,,Rennweg 1,Innsbruck,,6020,Tirol,AUSTRIA,,,vorarlberg_vorarlberg_12_18-08-2020,,,arch.ing.office@kammerwest.at,"Phone: +43512588335, Fax: +435125883356",,,,,,,,,,,,
,,Landarbeiterkammer Vorarlberg,Landarbeiterkammer Vorarlberg,,,Montfortstraße 9,Bregenz,,6900,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_13_18-08-2020,,,dienstnehmer@lk-vbg.at,"Phone: +435574400770, Fax: +435574400600",,,,,,,,,,,,
,,Obdach Wien,Obdach Wien gemeinnützige GmbH,,,Guglgasse 7-9,Wien,,1030,Wien,AUSTRIA,,,wien_wien_1_19-08-2020,,,obdach.wien@fsw.at,"Phone: +4350537940010, Fax: ",,,,,,,,,,,,
,,AWZ Soziales Wien,AWZ Soziales Wien GmbH,,,Schlachthausgasse 37,Wien,,1030,Wien,AUSTRIA,,,wien_wien_2_19-08-2020,,,office@awz-wien.at,"Phone: +4350537970140, Fax: ",,,,,,,,,,,,
,,Fonds Soziales Wien,Fonds Soziales Wien,,,Guglgasse 7-9,Wien,,1030,Wien,AUSTRIA,,,wien_wien_3_19-08-2020,,,post@fsw.at,"Phone: +43505379, Fax: +435053798910099",,,,,,,,,,,,
,,FSW - Wiener Pflege- und Betreuungsdienste,FSW - Wiener Pflege- und Betreuungsdienste GmbH - Mobile Hauskrankenpflege - Fonds Soziales Wien (FSW),,,Guglgasse 7-9 / Stiege A / 2. Stock,Wien,,1030,Wien,AUSTRIA,,,wien_wien_4_19-08-2020,,,mob.hkp.ak@fsw.at,"Phone: +4312452430300, Fax: ",,,,,,,,,,,,
,,Sucht- und Drogenkoordination Wien,Sucht- und Drogenkoordination Wien gemeinnützige GmbH,,,Modecenterstraße 14/A/2,Wien,,1030,Wien,AUSTRIA,,,wien_wien_5_19-08-2020,,,office@sd-wien.at,"Phone: +431400087375, Fax: +431400087340",,,,,,,,,,,,
,,Suchthilfe Wien,Suchthilfe Wien gemeinnützige GmbH,,,Gumpendorfer Gürtel 8,Wien,,1080,Wien,AUSTRIA,,,wien_wien_6_19-08-2020,,,office@suchthilfe.at,"Phone: +431400053600, Fax: +431400053699",,,,,,,,,,,,
,,Vereinigte Bühnen Wien,Vereinigte Bühnen Wien Ges.m.b.H.,,,Linke Wienzeile 6,Wien,,1060,Wien,AUSTRIA,,,wien_wien_7_19-08-2020,,,info@vbw.at,"Phone: +431588301010, Fax: +43158830991010",,,,,,,,,,,,
,,Wiener Gesundheitsfonds,Wiener Gesundheitsfonds,,,Brigittenauer Lände 50-54,Wien,,1200,Wien,AUSTRIA,,,wien_wien_8_19-08-2020,,,wiener.gesundheitsfonds@wien.gv.at,"Phone: +431400084200, Fax: +43140009984200",,,,,,,,,,,,
,,Wiener Gesundheitsförderung,Wiener Gesundheitsförderung gemeinnützige GmbH,,,Treustraße 35 – 43,Wien,,1200,Wien,AUSTRIA,,,wien_wien_9_19-08-2020,,,office@wig.or.at,"Phone: +431400076905, Fax: +4340009976905",,,,,,,,,,,,
,,Wiener Gesundheitsverbund,Stadt Wien – Wiener Gesundheitsverbund,,,Thomas-Klestil-Platz 7/1,Wien,,1030,Wien,AUSTRIA,,,wien_wien_10_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431404090, Fax: +431404099967480",,,,,,,,,,,,
,,Wirtschaftsagentur Wien,Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.,,,Mariahilfer Straße 20,Wien,,1070,Wien,AUSTRIA,,,wien_wien_11_19-08-2020,,,info@wirtschaftsagentur.at,"Phone: +43125200, Fax: +43125200153",,,,,,,,,,,,
,,Bestattung Wien,Bestattung Wien GmbH,,,Simmeringer Hauptstrasse 339,Wien,,1110,Wien,AUSTRIA,,,wien_wien_12_19-08-2020,,,office@bestattungwien.at,"Phone: +431501950, Fax: +4315019528509",,,,,,,,,,,,
,,Friedhöfe Wien,Friedhöfe Wien GmbH,,,Simmeringer Hauptstrasse 339,Wien,,1110,Wien,AUSTRIA,,,wien_wien_13_19-08-2020,,,post@friedhoefewien.at,"Phone: +431534690, Fax: ",,,,,,,,,,,,
,,Wiener Wohnen,Stadt Wien - Wiener Wohnen,,,Rosa-Fischer-Gasse 2,Wien,,1030,Wien,AUSTRIA,,,wien_wien_14_19-08-2020,,,post@wrw.wien.gv.at,"Phone: +435757575, Fax: ",,,,,,,,,,,,
,,Wien Kanal,Wien Kanal (WKN),,,"Modecenterstraße 14, Block C",Wien,,1030,Wien,AUSTRIA,,,wien_wien_15_19-08-2020,,,post@wkn.wien.gv.at,"Phone: +43140008030, Fax: ",,,,,,,,,,,,
,,W24,WH Media GmbH,,,Renngasse 5 / Top 4,Wien,,1010,Wien,AUSTRIA,,,wien_wien_16_19-08-2020,,,office@w24.at,"Phone: +4313683424, Fax: ",,,,,,,,,,,,
,,Wien Energie,Wien Energie GmbH,,,Thomas-Klestil-Platz 14,Wien,,1030,Wien,AUSTRIA,,,wien_wien_17_19-08-2020,,,office@wienenergie.at,"Phone: +43140040, Fax: ",,,,,,,,,,,,
,,Wien Holding,Wien Holding GmbH,,,Universitätsstraße 11,Wien,,1010,Wien,AUSTRIA,,,wien_wien_18_19-08-2020,,,office@wienholding.at,"Phone: +43140825690, Fax: +431408256937",,,,,,,,,,,,
,,Wiener Stadtwerke,WIENER STADTWERKE GMBH,,,Thomas-Klestil-Platz 13,Wien,,1030,Wien,AUSTRIA,,,wien_wien_19_19-08-2020,,,contact@wienerstadtwerke.at,"Phone: +431531230, Fax: ",,,,,,,,,,,,
,,WienIT,WienIT EDV Dienstleistungsgesellschaft mbH & Co KG,,,Thomas-Klestil-Platz 13,Wien,,1030,Wien,AUSTRIA,,,wien_wien_20_19-08-2020,,,office@wienit.at,"Phone: +435904050, Fax: ",,,,,,,,,,,,
,,WIPARK,WIPARK Garagen GmbH,,,Thomas-Klestil-Platz 13,Wien,,1030,Wien,AUSTRIA,,,wien_wien_21_19-08-2020,,,office@wipark.at,"Phone: +4316003022, Fax: +431600302248199",,,,,,,,,,,,
,,Bildungsdirektion für Wien,Bildungsdirektion für Wien,,,Wipplingerstraße 28,Wien,,1010,Wien,AUSTRIA,,,wien_wien_22_19-08-2020,,,office@ssr-wien.gv.at,"Phone: +431525250, Fax: ",,,,,,,,,,,,
,,Landespolizeidirektion Wien,Landespolizeidirektion Wien,,,Schottenring 7-9,Wien,,1010,Wien,AUSTRIA,,,wien_wien_23_19-08-2020,,,LPD-W@polizei.gv.at,"Phone: +431313100, Fax: +4313131072119",,,,,,,,,,,,
,,AKH Wien,Allgemeines Krankenhaus der Stadt Wien,,,Währinger Gürtel 18-20,Wien,,1090,Wien,AUSTRIA,,,wien_wien_24_19-08-2020,,,postakhint@akhwien.at,"Phone: +431404000, Fax: +4314040912120",,,,,,,,,,,,
,,Klinik Landstraße,Klinik Landstraße,,,Juchgasse 25,Wien,,1030,Wien,AUSTRIA,,,wien_wien_25_19-08-2020,,,kla.post@gesundheitsverbund.at,"Phone: +43171165, Fax: +431711651009",,,,,,,,,,,,
,,Klinik Hietzing,Klinik Hietzing,,,Wolkersbergenstraße 1,Wien,,1130,Wien,AUSTRIA,,,wien_wien_26_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431801100, Fax: ",,,,,,,,,,,,
,,Klinik Penzing,Klinik Penzing,,,Baumgartner Höhe 1,Wien,,1140,Wien,AUSTRIA,,,wien_wien_27_19-08-2020,,,kpe@gesundheitsverbund.at,"Phone: +431910600, Fax: +4319106011309",,,,,,,,,,,,
,,SMZ Floridsdorf,Sozialmedizinisches Zentrum Floridsdorf,,,Bentheimstraße 5,Wien,,1210,Wien,AUSTRIA,,,wien_wien_28_19-08-2020,,,post.gzf@wienkav.at,"Phone: +43127522, Fax: +431275228009",,,,,,,,,,,,
,,Klinik Donaustadt,Klinik Donaustadt,,,Langobardenstraße 122,Wien,,1220,Wien,AUSTRIA,,,wien_wien_29_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431288020, Fax: +431288022050",,,,,,,,,,,,
,,Klinik Favoriten,Klinik Favoriten,,,Kundratstraße 3,Wien,,1100,Wien,AUSTRIA,,,wien_wien_30_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431601910, Fax: ",,,,,,,,,,,,
,,Therapiezentrum Ybbs,Therapiezentrum Ybbs,,,Persenbeugerstraße 1-3,Ybbs an der Donau,,3370,Niederösterreich,AUSTRIA,,,wien_wien_31_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +437412551000, Fax: ",,,,,,,,,,,,
,,Wilhelminenspital,Wilhelminenspital,,,Montleartstraße 37,Wien,,1160,Wien,AUSTRIA,,,wien_wien_32_19-08-2020,,,journaldienst@gesundheitsverbund.at,"Phone: +431491500, Fax: ",,,,,,,,,,,,
,,Wirtschaftskammer Wien,Wirtschaftskammer Wien,,,Straße der Wiener Wirtschaft 1,Wien,,1020,Wien,AUSTRIA,,,wien_wien_33_19-08-2020,,,info@wkw.at,"Phone: +431514500, Fax: ",,,,,,,,,,,,
,,Rechtanswaltskammer Wien,Rechtanswaltskammer Wien,,,Ertlgasse 2,Wien,,1010,Wien,AUSTRIA,,,wien_wien_34_18-08-2020,,,kanzlei@rakwien.at,"Phone: +43153327180, Fax: +431533271844",,,,,,,,,,,,
,,Landeszahnärztekammer Wien,Landeszahnärztekammer Wien,,,Kohlmarkt 11/6,Wien,,1010,Wien,AUSTRIA,,,wien_wien_35_18-08-2020,,,office@wr.zahnaerztekammer.at,"Phone: +43505111000, Fax: +43505111014",,,,,,,,,,,,
,,"Notariatskammer für Wien, Niederösterreich und Burgenland","Notariatskammer für Wien, Niederösterreich und Burgenland ",,,Landesgerichtsstraße 20,Wien,,1010,Wien,AUSTRIA,,,wien_wien_36_18-08-2020,,,kammer-wnb@notar.or.at,"Phone: +43140245090, Fax: +4314063475",,,,,,,,,,,,
,,Ärztekammer Wien,Ärztekammer Wien,,,Weihburggasse 10-12,Wien,,1010,Wien,AUSTRIA,,,wien_wien_37_18-08-2020,,,aekwien@aekwien.at,"Phone: +431515010, Fax: +431515011209",,,,,,,,,,,,
,,Apothekerkammer Wien,Apothekerkammer Wien,,,Spitalgasse 31,Wien Postfach,,1091,Wien,AUSTRIA,,,wien_wien_38_18-08-2020,,,wien@apothekerkammer.at,"Phone: +43140414152, Fax: +4314088283",,,,,,,,,,,,
